Project Name,Package Name,Type Name,LCOM1,LCOM2,LCOM3,LCOM4,LCOM5,YALCOM
commons-lang,org.apache.commons.lang3,Named,0.0,0.0,0.0,0.0,0.0,-1.0
commons-lang,org.apache.commons.lang3,Named,0.0,0.0,0.0,0.0,0.0,-1.0
commons-lang,org.apache.commons.lang3,Named,0.0,0.0,0.0,0.0,0.0,-1.0
commons-lang,org.apache.commons.lang3,Named,0.0,0.0,0.0,0.0,0.0,-1.0
commons-lang,org.apache.commons.lang3,Named,0.0,0.0,0.0,0.0,0.0,-1.0
commons-lang,org.apache.commons.lang3,Named,0.0,0.0,0.0,0.0,0.0,-1.0
commons-lang,org.apache.commons.lang3,Named,0.0,0.0,0.0,0.0,0.0,-1.0
commons-lang,org.apache.commons.lang3,Named,0.0,0.0,0.0,0.0,0.0,-1.0
commons-lang,org.apache.commons.lang3,Named,0.0,0.0,0.0,0.0,0.0,-1.0
commons-lang,org.apache.commons.lang3,Named,0.0,0.0,0.0,0.0,0.0,-1.0
commons-lang,org.apache.commons.lang3,Named,0.0,0.0,0.0,0.0,0.0,-1.0
commons-lang,org.apache.commons.lang3,Named,0.0,0.0,0.0,0.0,0.0,-1.0
commons-lang,org.apache.commons.lang3,CachedRandomBitsTest,2.0,1.0,2.0,2.0,0.8333333333333334,0.6666666666666666
commons-lang,org.apache.commons.lang3,MockRandom,0.0,0.0,1.0,1.0,0.6666666666666667,0.0
commons-lang,org.apache.commons.lang3,EnumUtilsTest,1128.0,0.0,48.0,48.0,0.0,1.0
commons-lang,org.apache.commons.lang3,IntegerRangeTest,140.0,0.0,6.0,3.0,0.75,0.0967741935483871
commons-lang,org.apache.commons.lang3,NotImplementedExceptionTest,1.0,0.0,2.0,1.0,0.0,0.0
commons-lang,org.apache.commons.lang3,StreamsTest,45.0,0.0,10.0,8.0,0.0,0.8
commons-lang,org.apache.commons.lang3,ClassPathUtilsTest,105.0,0.0,15.0,15.0,0.0,1.0
commons-lang,org.apache.commons.lang3,ObjectUtilsTest,2135.0,2125.0,62.0,62.0,0.9646153846153847,0.7575757575757576
commons-lang,org.apache.commons.lang3,CharSequenceComparator,0.0,0.0,1.0,1.0,0.0,0.0
commons-lang,org.apache.commons.lang3,CloneableString,1.0,0.0,2.0,2.0,2.0,1.0
commons-lang,org.apache.commons.lang3,NonComparableCharSequence,0.0,0.0,1.0,1.0,-0.0,0.0
commons-lang,org.apache.commons.lang3,UncloneableString,0.0,0.0,1.0,1.0,0.0,0.0
